ContigName	GO
AgU021207_v1.1	GO:0005737, GO:0005634, GO:0000922, GO:0021987, GO:0007052, GO:0022008
AgU021208_v1.1	GO:0046872, GO:0003964, GO:0009036, GO:0006310, GO:0090305, GO:0032199, GO:0032197
AgU021218_v1.1	GO:0036396, GO:0005634, GO:0016422, GO:0003723, GO:0061157, GO:0080009, GO:0000398, GO:0001510, GO:0019827
AgU021219_v1.1	GO:0046872, GO:0003964, GO:0009036, GO:0006310, GO:0090305, GO:0032199, GO:0032197
AgU021220_v1.1	GO:0016021, GO:0004896, GO:0097186, GO:0007155, GO:0030593, GO:0045637
AgU021225_v1.1	GO:0016324, GO:0016327, GO:0005923, GO:0005737, GO:0031410, GO:0030425, GO:0014069, GO:0045211, GO:0043220, GO:0008022, GO:0007155
AgU021226_v1.1	GO:0005813, GO:0005737, GO:0005794, GO:0030016, GO:0005634, GO:0019899, GO:0043623
AgU021227_v1.1	GO:0016021, GO:0005743, GO:0004129
AgU021230_v1.1	GO:0005737, GO:0005815, GO:0005634, GO:0031616, GO:0004721, GO:0008283, GO:0007079, GO:0045842, GO:0006470, GO:0023052
AgU021231_v1.1	GO:0016021, GO:0031902, GO:0055037, GO:0015385, GO:0006811, GO:0006885, GO:0055085
AgU021235_v1.1	GO:0044822
AgU021237_v1.1	GO:0031526, GO:0070062, GO:0016021, GO:0005886, GO:0005362, GO:0005975, GO:1904659, GO:0055085, GO:0006810
AgU021239_v1.1	GO:0071013, GO:0000785, GO:0016363, GO:0005654, GO:0005634, GO:0030532, GO:0034693, GO:0005689, GO:0005686, GO:0071004, GO:0003682, GO:0003729, GO:0044822, GO:0009952, GO:0001825, GO:0000398, GO:0000245
AgU021240_v1.1	GO:0046872, GO:0003964, GO:0009036, GO:0006310, GO:0090305, GO:0032199, GO:0032197
AgU021244_v1.1	GO:0005783, GO:0005789, GO:0030176, GO:0016020, GO:0051267, GO:0016780, GO:0006501, GO:0044267, GO:0006506, GO:0043687, GO:0016254
AgU021246_v1.1	GO:0005737, GO:0005794, GO:0016020, GO:0007030, GO:0050774, GO:0006487, GO:0015031
AgU021247_v1.1	GO:0005509
AgU021248_v1.1	GO:0031314, GO:0004605, GO:0032049, GO:0016024
AgU021249_v1.1	No_GOcodes
AgU021254_v1.1	GO:0005829, GO:0005634, GO:0005096
AgU021255_v1.1	GO:0005930, GO:0005814, GO:0036064, GO:0005929, GO:0003341, GO:0007368, GO:0036158, GO:1902017
AgU021259_v1.1	GO:0005923, GO:0009986, GO:0005881, GO:0070062, GO:0016021, GO:0016020, GO:0005886, GO:0048565
AgU021265_v1.1	GO:0005730, GO:0005654, GO:0005634, GO:0044822, GO:0008270, GO:0006397, GO:0008380, GO:0000375, GO:0000245
AgU021266_v1.1	GO:0005930, GO:0005923, GO:0005911, GO:0005813, GO:0036064, GO:0035869, GO:0005929, GO:0005737, GO:0031870, GO:0007420, GO:0043010, GO:0021549, GO:0042384, GO:0060271, GO:0090102, GO:0022038, GO:0007368, GO:0035115, GO:0035116, GO:0001736, GO:0007163, GO:0060322, GO:0001701, GO:0001822, GO:0021670, GO:0035108, GO:0001889, GO:0045744, GO:0021532, GO:0043584, GO:0021772, GO:0060039, GO:0008589, GO:0021537
AgU021271_v1.1	GO:0005737, GO:0005856, GO:0070062, GO:0005615, GO:0005634, GO:0005886, GO:0016209, GO:0050544, GO:0005509, GO:0008270, GO:0006919, GO:0006914, GO:0045087, GO:0002523, GO:0070488, GO:0030593, GO:0018119, GO:0050729, GO:2001244, GO:0002793
AgU021272_v1.1	GO:0005737, GO:0005856, GO:0005829, GO:0030175, GO:0005794, GO:0030027, GO:0005886, GO:0016787, GO:0042169, GO:0007015, GO:0007155, GO:0001958, GO:0006897, GO:0006006, GO:0002376, GO:0043647, GO:0008285, GO:0010629, GO:0006661, GO:0046856, GO:0006644, GO:0009791, GO:0032868, GO:0097178, GO:0044281
AgU021274_v1.1	GO:0005768, GO:0070062, GO:0005615, GO:0042599, GO:0043202, GO:0005764, GO:0005886, GO:0016798, GO:0004767, GO:0046513, GO:0006687, GO:0043407, GO:0007399, GO:0043065, GO:0035307, GO:0042220, GO:0042493, GO:0007165, GO:0044281, GO:0006665, GO:0006685, GO:0006684, GO:0023021
AgU021275_v1.1	GO:0005615, GO:0004869, GO:0007596, GO:0006954, GO:0042311
AgU021277_v1.1	GO:0005737, GO:0035098, GO:0000790, GO:0005654, GO:0005634, GO:0045120, GO:0003682, GO:0031490, GO:0001047, GO:0042054, GO:0018024, GO:0016279, GO:0043021, GO:0003723, GO:0043565, GO:0070301, GO:0021695, GO:0006306, GO:0070314, GO:0021766, GO:0070734, GO:0016571, GO:0045605, GO:2000134, GO:0045814, GO:0048387, GO:0043433, GO:0051154, GO:0034244, GO:0000122, GO:0045892, GO:1900006, GO:0010718, GO:0043547, GO:0043406, GO:0071902, GO:0071168, GO:0042127, GO:0042752, GO:0010468, GO:0014013, GO:0050767, GO:0001932, GO:0006357, GO:0032355, GO:0048511, GO:0014834, GO:0006351
AgU021279_v1.1	GO:0005737, GO:0005829, GO:0031235, GO:0001726, GO:0001948, GO:0005096, GO:0051020, GO:0019870, GO:0005102, GO:0000186, GO:0007411, GO:0048514, GO:0009790, GO:0048013, GO:0007173, GO:0038095, GO:0008543, GO:0045087, GO:0008286, GO:0035556, GO:0000165, GO:0000281, GO:0007162, GO:0001953, GO:0043524, GO:0046580, GO:0048011, GO:0043547, GO:0007265, GO:0030833, GO:0008360, GO:0051252, GO:0007165, GO:0007264, GO:0048010, GO:0001570
AgU021281_v1.1	GO:0005747, GO:0055114
AgU021282_v1.1	GO:0046872, GO:0003964, GO:0009036, GO:0006310, GO:0090305, GO:0032199, GO:0032197
AgU021284_v1.1	GO:0005737, GO:0005829, GO:0005758, GO:0005759, GO:0005524, GO:0050145, GO:0004798, GO:0009041, GO:0071363, GO:0006233, GO:0006235, GO:0006227, GO:0045445, GO:0046940, GO:0009165, GO:0046939, GO:0046686, GO:0043627
AgU021286_v1.1	GO:0005605, GO:0030054, GO:0009986, GO:0005737, GO:0070062, GO:0031012, GO:0005576, GO:0005615, GO:0005796, GO:0016021, GO:0043202, GO:0005886, GO:0045202, GO:0030548, GO:0005509, GO:0035374, GO:0002162, GO:0043395, GO:0043236, GO:0033691, GO:0005200, GO:0007411, GO:0005975, GO:0030204, GO:0045162, GO:0030198, GO:0007213, GO:0006024, GO:0006027, GO:0030203, GO:0007528, GO:0045213, GO:0007603, GO:0007009, GO:0051491, GO:0043547, GO:0043525, GO:0045887, GO:0045944, GO:0043113, GO:0001523, GO:0007165, GO:0044281, GO:0050808, GO:0007268
AgU021287_v1.1	GO:0005730, GO:0044822
AgU021290_v1.1	GO:0005829, GO:0070062, GO:0016020, GO:0005739, GO:0003937, GO:0004643, GO:0042803, GO:0006189, GO:0003360, GO:0021549, GO:0021987, GO:0046452, GO:0006139, GO:0055086, GO:0009116, GO:0031100, GO:0006144, GO:0009168, GO:0010035, GO:0044281, GO:0046654
AgU021291_v1.1	GO:0071011, GO:0044822, GO:0006397, GO:0008380
AgU021293_v1.1	GO:0005783, GO:0005789, GO:0016021, GO:0004518, GO:0042578, GO:0009948, GO:0016255, GO:0006501, GO:0044267, GO:0009880, GO:0021871, GO:0006886, GO:0015798, GO:0043687, GO:0007605
AgU021296_v1.1	GO:0005634, GO:0003677, GO:0006310, GO:0051321
AgU021298_v1.1	No_GOcodes
AgU021300_v1.1	GO:0005737, GO:0070062, GO:0005615, GO:0001652, GO:0005509, GO:0030246, GO:0008201, GO:0030282, GO:0071560, GO:0010756, GO:0001501
AgU021307_v1.1	GO:0005789, GO:0016021, GO:0047560, GO:0006665
AgU021308_v1.1	GO:0005887, GO:0015301, GO:0015106, GO:0005254, GO:0019531, GO:0008271, GO:0015116, GO:0015701, GO:1902476, GO:0019532, GO:0051453, GO:0042391, GO:1902358
AgU021310_v1.1	GO:0005938, GO:0005813, GO:0000776, GO:0005874, GO:0005875, GO:0005730, GO:0045502, GO:0008017, GO:0044822, GO:0000132, GO:0031023, GO:0007097, GO:2000574, GO:0000003, GO:0047496
AgU021312_v1.1	GO:0016324, GO:0009986, GO:0030659, GO:0005887, GO:0004930, GO:0042813, GO:0007399, GO:0016055
AgU021314_v1.1	GO:0005737, GO:0030425, GO:0001650, GO:0031965, GO:0016607, GO:0005634, GO:0005886, GO:0016605, GO:0045202, GO:0008076, GO:0001741, GO:0044822, GO:0015459, GO:0031386, GO:0019789, GO:0008134, GO:0031625, GO:0045759, GO:1902260, GO:0043392, GO:0043433, GO:0060021, GO:0030578, GO:1901896, GO:0032436, GO:0031334, GO:0090204, GO:0016925, GO:0086004, GO:0031647
AgU021318_v1.1	GO:0005743, GO:0005524, GO:0004111
AgU021322_v1.1	GO:0005737, GO:0005856, GO:0004725
AgU021324_v1.1	GO:0001650, GO:0005730, GO:0005634, GO:0003682, GO:0003677, GO:0044822, GO:0006338, GO:0000183, GO:0045943, GO:0006355, GO:0006362
AgU021327_v1.1	GO:0005576, GO:0044822
AgU021329_v1.1	GO:0001939, GO:0005794, GO:0016020, GO:0005739, GO:0016363, GO:0005654, GO:0005634, GO:0003690, GO:0044822, GO:0034237, GO:0008270, GO:0007067, GO:0007165
AgU021331_v1.1	No_GOcodes
AgU021333_v1.1	GO:0015629, GO:0005737, GO:0005925, GO:0005794, GO:0005886, GO:0017049, GO:0005096, GO:0030838, GO:0043547, GO:0031274, GO:0008360, GO:0007266
AgU021336_v1.1	GO:0005737, GO:0070062, GO:0016020, GO:0005634, GO:0030529, GO:0005876, GO:0003677, GO:0019899, GO:0003950, GO:0008219, GO:0006464, GO:0006974, GO:0006281, GO:0006954, GO:0006471, GO:0042493, GO:0006810
AgU021341_v1.1	GO:0015935, GO:0003735, GO:0006412
AgU021342_v1.1	GO:0005814, GO:0036064, GO:0005829, GO:0004181, GO:0008270, GO:0035610
AgU021356_v1.1	GO:0005737, GO:0005634, GO:0006886
AgU021357_v1.1	GO:0005634, GO:0030154, GO:0051131, GO:0007275, GO:0007283
AgU021358_v1.1	GO:0005737, GO:0005622, GO:0097191, GO:0097193, GO:0043065, GO:0051901, GO:0090200, GO:0045893
AgU021361_v1.1	GO:0043231, GO:0005739, GO:0005782, GO:0005777, GO:0033791, GO:0003995, GO:0003997, GO:0009055, GO:0005504, GO:0000062, GO:0050660, GO:0052890, GO:0016402, GO:0005102, GO:0006699, GO:0008206, GO:0044255, GO:0033539, GO:0033540, GO:0055088, GO:0044281
AgU021362_v1.1	GO:0000785, GO:0000794, GO:0005829, GO:0030870, GO:0000790, GO:0000784, GO:0005654, GO:0005634, GO:0048471, GO:0035861, GO:0008408, GO:0003690, GO:0004520, GO:0030145, GO:0004518, GO:0008022, GO:0000014, GO:0006284, GO:0008283, GO:0006974, GO:0032508, GO:0006310, GO:0006281, GO:0006302, GO:0000724, GO:0006303, GO:0045003, GO:0007507, GO:0045087, GO:0031573, GO:0007095, GO:0032876, GO:0046597, GO:0090305, GO:0033674, GO:0031954, GO:0032481, GO:0007131, GO:0000019, GO:0007062, GO:0007129, GO:0007004, GO:0016032
AgU021364_v1.1	GO:0034707, GO:0005783, GO:0005794, GO:0005634, GO:0005254
AgU021365_v1.1	GO:0016021, GO:0005622, GO:0005886, GO:0001605, GO:0004930, GO:0004888, GO:0007166, GO:0035556, GO:0001666
AgU021367_v1.1	GO:0070062, GO:0005615, GO:0045499, GO:0038191, GO:0030215, GO:0050919, GO:0048843, GO:0001755, GO:0030335, GO:0071526
AgU021371_v1.1	GO:0005737, GO:0005634, GO:0030529, GO:0005840, GO:0042254
AgU021373_v1.1	No_GOcodes
AgU021391_v1.1	GO:0030139, GO:0009897, GO:0005794, GO:0005887, GO:0043231, GO:0045121, GO:0048471, GO:0045335, GO:0005886, GO:0008509, GO:0034186, GO:0034188, GO:0034185, GO:0005524, GO:0042626, GO:0051117, GO:0017127, GO:0005548, GO:0005102, GO:0031267, GO:0019905, GO:0098656, GO:0038027, GO:0071222, GO:0071300, GO:0033344, GO:0042632, GO:0008203, GO:0016197, GO:0007186, GO:0034380, GO:0050702, GO:0032367, GO:0042158, GO:0042157, GO:0007040, GO:0002790, GO:0006911, GO:0033700, GO:0055091, GO:0045332, GO:0060155, GO:0030819, GO:0010875, GO:0006497, GO:0032489, GO:0034616, GO:0055098, GO:0043691, GO:0055085
AgU021392_v1.1	GO:0001518, GO:0005272, GO:0017080, GO:0005244
AgU021393_v1.1	GO:0042584, GO:0005783, GO:0016021, GO:0005886, GO:0005524, GO:0000287, GO:0004012
AgU021395_v1.1	GO:0005737, GO:0045111, GO:0016020, GO:0005730, GO:0005634, GO:0005524, GO:0016887, GO:0051082, GO:0006461
AgU021396_v1.1	GO:0070062, GO:0016020
AgU021397_v1.1	GO:0022627, GO:0070062, GO:0005925, GO:0016020, GO:0005730, GO:0044822, GO:0003735, GO:0030218, GO:0000462, GO:0002548, GO:0060266, GO:0007219, GO:0007000, GO:0060265, GO:0051262, GO:0000028, GO:0006412
AgU021401_v1.1	No_GOcodes
AgU021405_v1.1	GO:0005887, GO:0004888, GO:0007166, GO:0006955
AgU021406_v1.1	No_GOcodes
AgU021407_v1.1	GO:0015629, GO:0030424, GO:0009925, GO:0005604, GO:0005938, GO:0031252, GO:0005737, GO:0016023, GO:0005829, GO:0005789, GO:0070062, GO:0005925, GO:0031673, GO:0030056, GO:0016021, GO:0005882, GO:0045111, GO:0015630, GO:0035371, GO:0005635, GO:0005634, GO:0030018, GO:0005509, GO:0005178, GO:0051010, GO:0008022, GO:0042803, GO:0007155, GO:0007050, GO:0048870, GO:0007010, GO:0030198, GO:0031581, GO:0007229, GO:0045104, GO:0030011, GO:0000226, GO:0009611
AgU021408_v1.1	GO:0015629, GO:0005938, GO:0005737, GO:0005794, GO:0016020, GO:0005874, GO:0015630, GO:0097481, GO:0032587, GO:0003779, GO:0016887, GO:0005509, GO:0008017, GO:0007050, GO:0007163, GO:0043001, GO:0001707, GO:0030177, GO:0006620, GO:0008104, GO:0010632, GO:0051893, GO:0032886, GO:0016055, GO:0042060
AgU021410_v1.1	GO:0005903, GO:0042995, GO:0005911, GO:0005737, GO:0005829, GO:0070062, GO:0005576, GO:0005615, GO:0005916, GO:0005925, GO:0005622, GO:0005886, GO:0031093, GO:0031143, GO:0001726, GO:0001725, GO:0030018, GO:0051015, GO:0005509, GO:0003725, GO:0005178, GO:0044325, GO:0030374, GO:0042803, GO:0017166, GO:0051764, GO:0051017, GO:0051639, GO:0007015, GO:0007596, GO:0034329, GO:0030198, GO:0048041, GO:0051271, GO:0030168, GO:0002576, GO:0030220, GO:0036344, GO:0042981, GO:1903506
AgU021411_v1.1	GO:0005887, GO:0015301, GO:0015106, GO:0005254, GO:0019531, GO:0008271, GO:0015116, GO:0015701, GO:1902476, GO:0019532, GO:0051453, GO:0042391, GO:1902358
AgU021414_v1.1	GO:0016021, GO:0005739
AgU021419_v1.1	GO:0030424, GO:0005813, GO:0005737, GO:0030426, GO:0008352, GO:0016020, GO:0005874, GO:0015630, GO:0030496, GO:0043025, GO:0005634, GO:0005886, GO:0000922, GO:0008017, GO:0046982, GO:0051301, GO:0051013, GO:0007079, GO:0007026, GO:0010942, GO:0031117, GO:0010976, GO:0006605
AgU021420_v1.1	GO:0016021, GO:0015171, GO:0003333, GO:0060348, GO:0006814
AgU021424_v1.1	GO:0005813, GO:0036064, GO:0005856, GO:0005829, GO:0030027, GO:0005634, GO:0017112, GO:0042384, GO:0006893, GO:0006996, GO:0043547, GO:0033365, GO:0006612
AgU021426_v1.1	No_GOcodes
AgU021427_v1.1	GO:0005737, GO:0005856, GO:0005615, GO:0001726, GO:0090162
AgU021433_v1.1	GO:0005788, GO:0005509, GO:0003755, GO:0006457
AgU021434_v1.1	GO:0005737, GO:0005634, GO:0003938, GO:0046872, GO:0006177
AgU021441_v1.1	GO:0005882, GO:0005198
AgU021442_v1.1	GO:0005737, GO:0005829, GO:0005096, GO:0048365, GO:0005070, GO:0097190, GO:0007010, GO:0030336, GO:0048011, GO:0043065, GO:0043547, GO:0009967, GO:0051056, GO:0007266, GO:0007264
AgU021443_v1.1	GO:0005829, GO:0005524, GO:0004103, GO:0004305, GO:0006657, GO:0046474, GO:0007517, GO:0006656, GO:0006646, GO:0006644, GO:0044281
AgU021445_v1.1	GO:0005737, GO:0043231, GO:0016363, GO:0005634, GO:0003677, GO:0003690, GO:0046872, GO:0003723, GO:0006974, GO:0006310, GO:0006281, GO:0006260, GO:0006397, GO:0016032
AgU021446_v1.1	GO:0019005, GO:0031146
AgU021447_v1.1	GO:0005737, GO:0016020
AgU021448_v1.1	GO:0005794, GO:0000139, GO:0016021, GO:0005338, GO:0005351, GO:0015788
AgU021449_v1.1	GO:0005737, GO:0005829, GO:0005925, GO:0030027, GO:0016607, GO:0005654, GO:0005634, GO:0005886, GO:0032587, GO:0016308, GO:0005524, GO:0019900, GO:0031532, GO:0090630, GO:0060326, GO:0016477, GO:0010761, GO:0048041, GO:0006650, GO:0030216, GO:0006909, GO:0006661, GO:0046854, GO:0008654, GO:0006644, GO:0072661, GO:0097178, GO:0007165, GO:0044281
AgU021451_v1.1	GO:0070062, GO:0005615, GO:0005102, GO:0007275
AgU021452_v1.1	No_GOcodes
AgU021455_v1.1	GO:0070062, GO:0005925, GO:0030027, GO:0005845, GO:0043005, GO:0048471, GO:0001726, GO:0031209, GO:0045202, GO:0051015, GO:0005522, GO:0032403, GO:0048365, GO:0048675, GO:0050890, GO:0030032, GO:2000601, GO:0016601, GO:0008360, GO:0031529
AgU021456_v1.1	GO:0016021
AgU021457_v1.1	GO:0005813, GO:0036064, GO:0005737, GO:0042384, GO:0060271, GO:0070201, GO:0007224
AgU021459_v1.1	GO:0005739, GO:0051537, GO:0046872
AgU021461_v1.1	GO:0042641, GO:0031252, GO:0005911, GO:0005737, GO:0070062, GO:0005524, GO:0042802, GO:0000287, GO:0004674, GO:0031532, GO:0031032, GO:0016477, GO:0035556, GO:0000226, GO:0007097, GO:0006468
AgU021462_v1.1	GO:0005829, GO:0005096, GO:0051056, GO:0007264
AgU021464_v1.1	GO:0005789, GO:0016021, GO:0016020, GO:0042281, GO:0046527, GO:0044267, GO:0006488, GO:0006490, GO:0043687, GO:0006487, GO:0018279
AgU021472_v1.1	GO:0072562, GO:0009897, GO:0070062, GO:0005576, GO:0042571, GO:0005886, GO:0003823, GO:0034987, GO:0050853, GO:0006956, GO:0006958, GO:0042742, GO:0038095, GO:0038096, GO:0006955, GO:0045087, GO:0006911, GO:0006910, GO:0050871, GO:0006898, GO:0050776
AgU021476_v1.1	GO:0016021, GO:0005743, GO:0051287, GO:0008750, GO:0050661, GO:0045454, GO:0006740, GO:0015992, GO:0072593
AgU021479_v1.1	GO:0005737, GO:0005829, GO:0022625, GO:0070062, GO:0005730, GO:0003723, GO:0003735, GO:0044267, GO:0010467, GO:0000184, GO:0042254, GO:0006614, GO:0006412, GO:0006414, GO:0006413, GO:0006415, GO:0019058, GO:0016032, GO:0019083
AgU021483_v1.1	GO:0016021, GO:0005886, GO:0005315, GO:0004871, GO:0015293, GO:0006817, GO:0043123
AgU021485_v1.1	GO:0005623, GO:0070062, GO:0019898, GO:0005622, GO:0045053, GO:0006623
AgU021487_v1.1	GO:0046872, GO:0003964, GO:0009036, GO:0006310, GO:0090305, GO:0032199, GO:0032197
AgU021488_v1.1	No_GOcodes
AgU021490_v1.1	GO:0043190, GO:0030288, GO:0015197, GO:0006857, GO:0015031, GO:0009408, GO:0055085
AgU021491_v1.1	GO:0005829, GO:0005524, GO:0004386, GO:0008283, GO:0007517, GO:0045786, GO:0007283
AgU021494_v1.1	No_GOcodes
AgU021497_v1.1	GO:0005829, GO:0016234, GO:0005634, GO:0051087, GO:0030544, GO:0031593, GO:0070628, GO:0051082, GO:0030433, GO:0030308, GO:0008285, GO:0090084, GO:0090086, GO:0032436, GO:0031398, GO:0006457, GO:0042026, GO:0006986
AgU021498_v1.1	GO:0005634, GO:0003677, GO:0007275, GO:0007219, GO:0006355, GO:0006351
AgU021499_v1.1	GO:0001669, GO:0031225, GO:0005886, GO:0007155
AgU021503_v1.1	GO:0072669, GO:0044822
AgU021508_v1.1	GO:0016021, GO:0016020, GO:0005637, GO:0000030, GO:0018406
AgU021520_v1.1	GO:0005764, GO:0004531, GO:0006915, GO:0007275
AgU021527_v1.1	GO:0005739, GO:0005730, GO:0005654, GO:0005786, GO:0008312, GO:0044822, GO:0042493, GO:0006614
AgU021528_v1.1	GO:0000778, GO:0005654, GO:0003677, GO:0051301, GO:0034080, GO:0007067, GO:0006334
AgU021530_v1.1	GO:0005096
AgU021531_v1.1	No_GOcodes
AgU021532_v1.1	GO:0005829, GO:0016020, GO:0005634, GO:0004871, GO:0035591, GO:0007596, GO:0035556, GO:0030032, GO:0045840, GO:2000278
AgU021541_v1.1	GO:0005737, GO:0005829, GO:0010008, GO:0005524, GO:0003676, GO:0051219, GO:0004672, GO:0004674, GO:0050830, GO:0051607, GO:0044565, GO:0007249, GO:0006954, GO:0045087, GO:0002756, GO:0010629, GO:0032480, GO:0018105, GO:0043123, GO:0032727, GO:0045359, GO:0032728, GO:0033138, GO:0045944, GO:0032481, GO:1904417, GO:1901214, GO:0009615, GO:0034138, GO:0034142, GO:0002224, GO:0035666, GO:0032606, GO:0016032
AgU021542_v1.1	GO:0005737, GO:0016020, GO:0005635, GO:0031965, GO:0034399, GO:0005643, GO:0005654, GO:0017056, GO:0005975, GO:0044267, GO:0034605, GO:0019221, GO:0010467, GO:0031047, GO:0015758, GO:0008645, GO:0000278, GO:0007077, GO:0019048, GO:0019054, GO:0051028, GO:0051292, GO:0006913, GO:0043687, GO:0000059, GO:0016925, GO:1900034, GO:0010827, GO:0044281, GO:0055085, GO:0008033, GO:0019058, GO:0016032, GO:0019083
AgU021543_v1.1	GO:0009986, GO:0005576, GO:0042742, GO:0045087
AgU021544_v1.1	GO:0045177, GO:0016324, GO:0030424, GO:0009986, GO:0005737, GO:0030425, GO:0032433, GO:0016021, GO:0016328, GO:0043025, GO:0005886, GO:0004930, GO:0030165, GO:0042813, GO:0017147, GO:0060070, GO:0033278, GO:0071679, GO:0001736, GO:0001942, GO:0042472, GO:0030901, GO:1900118, GO:0045976, GO:0001843, GO:0001764, GO:0035567, GO:0002052, GO:0036342, GO:0061549
AgU021545_v1.1	GO:0001669, GO:0044297, GO:0005832, GO:0070062, GO:0005874, GO:0002199, GO:0005524, GO:0044822, GO:0007339, GO:0006457, GO:1901998
AgU021546_v1.1	GO:0005813, GO:0005737
AgU021547_v1.1	GO:0015629, GO:0005737, GO:0005654, GO:0005634, GO:0016605, GO:0047485, GO:0043565, GO:0003713, GO:0003700, GO:0000976, GO:0050699, GO:0008015, GO:0007596, GO:0007599, GO:0007275, GO:0006337, GO:0045893, GO:0006357, GO:0006351
AgU021548_v1.1	GO:0030176, GO:0004168, GO:0043048
AgU021553_v1.1	GO:0005654, GO:0000166, GO:0044822, GO:0006915, GO:0006355, GO:0006351
AgU021556_v1.1	GO:0005654, GO:0003677, GO:0003723, GO:0006355, GO:0006351, GO:0016055
AgU021558_v1.1	GO:0001669, GO:0005737, GO:0005739, GO:0005634, GO:0048471, GO:0030529, GO:0036126, GO:0000166, GO:0044822, GO:0070584, GO:0000961, GO:0006355, GO:0007338, GO:0030317, GO:0007286, GO:0006351
AgU021564_v1.1	GO:0005737, GO:0005634, GO:0000151, GO:0050681, GO:0016874, GO:0003713, GO:0031624, GO:0061630, GO:0019787, GO:0008270, GO:0030521, GO:0032436, GO:0045893, GO:0000209, GO:0016567, GO:0042787, GO:0060765, GO:0006357, GO:0006355, GO:0007165, GO:0006351
AgU021565_v1.1	GO:0090544, GO:0000776, GO:0000228, GO:0005654, GO:0003682, GO:0003677, GO:0006338, GO:0007507, GO:0007067, GO:0008285, GO:0001890, GO:0006355, GO:0006351
AgU021567_v1.1	GO:0044822, GO:0003743
AgU021569_v1.1	GO:0005737, GO:0070062, GO:0005615, GO:0005730, GO:0044822, GO:0050265, GO:0008270, GO:0010587, GO:0010586, GO:0031054, GO:0031123, GO:0019827
AgU021570_v1.1	GO:0072562, GO:0009897, GO:0070062, GO:0005576, GO:0042571, GO:0005886, GO:0003823, GO:0034987, GO:0050853, GO:0006956, GO:0006958, GO:0042742, GO:0038095, GO:0038096, GO:0006955, GO:0045087, GO:0006911, GO:0006910, GO:0050871, GO:0006898, GO:0050776
AgU021571_v1.1	GO:0022625, GO:0019838, GO:0046872, GO:0003723, GO:0019843, GO:0003735, GO:0006412
AgU021573_v1.1	GO:0005694, GO:0005737, GO:0005730, GO:0016274, GO:0004842, GO:0008270, GO:0007605
AgU021574_v1.1	GO:0005737, GO:0005634
AgU021575_v1.1	GO:0005829, GO:0031965, GO:0005634, GO:0008270, GO:0090090, GO:2000691, GO:0045892, GO:0001843, GO:0032436, GO:0031398, GO:0006606
AgU021576_v1.1	GO:0097208, GO:0070062, GO:0005615, GO:0005764, GO:0097486, GO:0004190, GO:0004175, GO:0008233, GO:0044267, GO:0033619, GO:0030163, GO:0006508, GO:0043129
AgU021579_v1.1	GO:0016324, GO:0016323, GO:0005737, GO:0005829, GO:0012505, GO:0070062, GO:0016328, GO:0005902, GO:0033180, GO:0016471, GO:0005524, GO:0015078, GO:0016820, GO:0015991, GO:0046034, GO:0055074, GO:0006879, GO:0007588, GO:0042472, GO:0008286, GO:0034220, GO:0001503, GO:0045851, GO:0090382, GO:0015992, GO:0006885, GO:0007605, GO:0033572, GO:0055085
AgU021580_v1.1	GO:0030136, GO:0005905, GO:0005737, GO:0005769, GO:0031901, GO:0070062, GO:0005794, GO:0005634, GO:0030670, GO:0001750, GO:0005886, GO:0005802, GO:0005096, GO:0004439, GO:0048365, GO:0042384, GO:0001701, GO:0046856, GO:0043547, GO:0043087, GO:0007165
AgU021583_v1.1	GO:0005694, GO:0005634, GO:0007049, GO:0006281
AgU021596_v1.1	GO:0005576, GO:0005886, GO:0003823, GO:0006956, GO:0006958, GO:0038095, GO:0038096, GO:0006955, GO:0045087, GO:0006898, GO:0050776
AgU021599_v1.1	GO:0005884, GO:0005813, GO:0042593, GO:0070373, GO:0045599, GO:0046627, GO:0040015, GO:0046621, GO:0019217, GO:0060259
AgU021604_v1.1	GO:0005829, GO:0005622, GO:0019777, GO:0016874, GO:0006914, GO:0034263, GO:0016236, GO:0031401, GO:0006497, GO:0032446, GO:0015031
AgU021612_v1.1	GO:0000123, GO:0000776, GO:0071339, GO:0072487, GO:0005654, GO:0005634, GO:0016407, GO:0004402, GO:0046872, GO:0035064, GO:0008134, GO:0006325, GO:0016573, GO:0043984, GO:0043981, GO:0043982, GO:0030099, GO:0045892, GO:0045893, GO:0010506, GO:0006351
AgU021615_v1.1	GO:0045179, GO:0030659, GO:0070062, GO:0016459, GO:0043234, GO:0005524, GO:0000146, GO:0017137, GO:0032439, GO:0015031, GO:0003091, GO:0055085, GO:0016192, GO:0006833
AgU021617_v1.1	GO:0016021
AgU021619_v1.1	GO:0030424, GO:0070062, GO:0016021, GO:0048471, GO:0005886
AgU021621_v1.1	GO:0031965, GO:0005634, GO:0019901, GO:0008270, GO:0051301, GO:0007067, GO:2001240, GO:0016567
AgU021622_v1.1	GO:0070695, GO:0005874, GO:0042802, GO:0045022, GO:0007032, GO:0008333, GO:0007040, GO:0007275, GO:0015031, GO:0007286
AgU021627_v1.1	GO:0005737, GO:0005829, GO:0005815, GO:0005654, GO:0005634, GO:0030331, GO:0035035, GO:0016922, GO:0002020, GO:0003713, GO:0044389, GO:0008270, GO:0030520, GO:0045893, GO:1901998, GO:0006366
AgU021631_v1.1	GO:0046872
