"Contig_Name","SNP_Position","goTerm","CC","BP","MF","keywords"
"AgU000625_v1.1",1679,"GO:0005737 // GO:0005788 // GO:0005789 // GO:0070062 // GO:0005576 // GO:0005615 // GO:0016021 // GO:0016020 // GO:0004177 // GO:0005138 // GO:0070006 // GO:0008235 // GO:0008233 // GO:0042277 // GO:0008270 // GO:0002250 // GO:0019885 // GO:0006509 // GO:0043171 // GO:0045766 // GO:0006508 // GO:0008217","adaptive immune response (GO:0002250);antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885);membrane protein ectodomain proteolysis (GO:0006509);peptide catabolic process (GO:0043171);positive regulation of angiogenesis (GO:0045766);proteolysis (GO:0006508);regulation of blood pressure (GO:0008217);","aminopeptidase activity (GO:0004177);interleukin-6 receptor binding (GO:0005138);metalloaminopeptidase activity (GO:0070006);metalloexopeptidase activity (GO:0008235);peptidase activity (GO:0008233);peptide binding (GO:0042277);zinc ion binding (GO:0008270);","cytoplasm (GO:0005737);endoplasmic reticulum lumen (GO:0005788);endoplasmic reticulum membrane (GO:0005789);extracellular exosome (GO:0070062);extracellular region (GO:0005576);extracellular space (GO:0005615);integral component of membrane (GO:0016021);membrane (GO:0016020);","Adaptive immunity;Aminopeptidase;Complete proteome;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Hydrolase;Immunity;Membrane;Metal-binding;Metalloprotease;Protease;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix;Zinc.;"
"AgU000904_v1.1",156,"GO:0005576 // GO:0004252 // GO:0006957","complement activation, alternative pathway (GO:0006957);","serine-type endopeptidase activity (GO:0004252);","extracellular region (GO:0005576);","Cleavage on pair of basic residues;Complement alternate pathway;Disulfide bond;Glycoprotein;Hydrolase;Immunity;Innate immunity;Protease;Repeat;Secreted;Serine protease;Signal;Sushi;Zymogen.;"
"AgU001123_v1.1",1193,"GO:0016021 // GO:0005886 // GO:0003823 // GO:0004888 // GO:0002250 // GO:0007166 // GO:0006952 // GO:0050776","adaptive immune response (GO:0002250);cell surface receptor signaling pathway (GO:0007166);defense response (GO:0006952);regulation of immune response (GO:0050776);","antigen binding (GO:0003823);transmembrane signaling receptor activity (GO:0004888);","integral component of membrane (GO:0016021);plasma membrane (GO:0005886);","Adaptive immunity;Alternative splicing;Complete proteome;Disulfide bond;Glycoprotein;Immunity;Immunoglobulin domain;Membrane;Polymorphism;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;"
"AgU002291_v1.1",362,"GO:0005576 // GO:0005509 // GO:0004252 // GO:0006958 // GO:0045087","complement activation, classical pathway (GO:0006958);innate immune response (GO:0045087);","calcium ion binding (GO:0005509);serine-type endopeptidase activity (GO:0004252);","extracellular region (GO:0005576);","Complement pathway;Complete proteome;Disulfide bond;EGF-like domain;Glycoprotein;Hydrolase;Hydroxylation;Immunity;Innate immunity;Phosphoprotein;Protease;Reference proteome;Repeat;Serine protease;Signal;Sushi.;"
"AgU002585_v1.1",798,"GO:0005737 // GO:0005829 // GO:0010008 // GO:0005524 // GO:0003676 // GO:0051219 // GO:0004672 // GO:0004674 // GO:0050830 // GO:0051607 // GO:0044565 // GO:0007249 // GO:0006954 // GO:0045087 // GO:0002756 // GO:0010629 // GO:0032480 // GO:0018105 // GO:0043123 // GO:0032727 // GO:0045359 // GO:0032728 // GO:0033138 // GO:0045944 // GO:0032481 // GO:1904417 // GO:1901214 // GO:0009615 // GO:0034138 // GO:0034142 // GO:0002224 // GO:0035666 // GO:0032606 // GO:0016032","defense response to Gram-positive bacterium (GO:0050830);defense response to virus (GO:0051607);dendritic cell proliferation (GO:0044565);I-kappaB kinase/NF-kappaB signaling (GO:0007249);inflammatory response (GO:0006954);innate immune response (GO:0045087);MyD88-independent toll-like receptor signaling pathway (GO:0002756);negative regulation of gene expression (GO:0010629);negative regulation of type I interferon production (GO:0032480);peptidyl-serine phosphorylation (GO:0018105);positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123);positive regulation of interferon-alpha production (GO:0032727);positive regulation of interferon-beta biosynthetic process (GO:0045359);positive regulation of interferon-beta production (GO:0032728);positive regulation of peptidyl-serine phosphorylation (GO:0033138);positive regulation of transcription from RNA polymerase II promoter (GO:0045944);positive regulation of type I interferon production (GO:0032481);positive regulation of xenophagy (GO:1904417);regulation of neuron death (GO:1901214);response to virus (GO:0009615);toll-like receptor 3 signaling pathway (GO:0034138);toll-like receptor 4 signaling pathway (GO:0034142);toll-like receptor signaling pathway (GO:0002224);TRIF-dependent toll-like receptor signaling pathway (GO:0035666);type I interferon production (GO:0032606);viral process (GO:0016032);","ATP binding (GO:0005524);nucleic acid binding (GO:0003676);phosphoprotein binding (GO:0051219);protein kinase activity (GO:0004672);protein serine/threonine kinase activity (GO:0004674);","cytoplasm (GO:0005737);cytosol (GO:0005829);endosome membrane (GO:0010008);","3D-structure;Amyotrophic lateral sclerosis;Antiviral defense;ATP-binding;Coiled coil;Complete proteome;Cytoplasm;Disease mutation;Glaucoma;Host-virus interaction;Immunity;Innate immunity;Isopeptide bond;Kinase;Neurodegeneration;Nucleotide-binding;Phosphoprotein;Polymorphism;Reference proteome;Serine/threonine-protein kinase;Transferase;Ubl conjugation.;"
"AgU002825_v1.1",1610,"GO:0005829 // GO:0005666 // GO:0005654 // GO:0005634 // GO:0003677 // GO:0003899 // GO:0051607 // GO:0010467 // GO:0045087 // GO:0045089 // GO:0032728 // GO:0032481 // GO:0006359 // GO:0006386 // GO:0006385 // GO:0006383","defense response to virus (GO:0051607);gene expression (GO:0010467);innate immune response (GO:0045087);positive regulation of innate immune response (GO:0045089);positive regulation of interferon-beta production (GO:0032728);positive regulation of type I interferon production (GO:0032481);regulation of transcription from RNA polymerase III promoter (GO:0006359);termination of RNA polymerase III transcription (GO:0006386);transcription elongation from RNA polymerase III promoter (GO:0006385);transcription from RNA polymerase III promoter (GO:0006383);","DNA binding (GO:0003677);DNA-directed RNA polymerase activity (GO:0003899);","cytosol (GO:0005829);DNA-directed RNA polymerase III complex (GO:0005666);nucleoplasm (GO:0005654);nucleus (GO:0005634);","3D-structure;Antiviral defense;Complete proteome;DNA-directed RNA polymerase;Immunity;Innate immunity;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;Transcription.;"
"AgU002892_v1.1",405,"GO:0070062 // GO:0005576 // GO:0005615 // GO:0008289 // GO:0002227 // GO:0034144","innate immune response in mucosa (GO:0002227);negative regulation of toll-like receptor 4 signaling pathway (GO:0034144);","lipid binding (GO:0008289);","extracellular exosome (GO:0070062);extracellular region (GO:0005576);extracellular space (GO:0005615);","Alternative splicing;Complete proteome;Disulfide bond;Glycoprotein;Immunity;Innate immunity;Polymorphism;Reference proteome;Secreted;Signal.;"
"AgU002944_v1.1",452,"GO:0070062 // GO:0016604 // GO:0048471 // GO:0005150 // GO:0032183 // GO:0031624 // GO:0031625 // GO:0006914 // GO:0030855 // GO:0006954 // GO:0045087 // GO:0016310 // GO:0033235 // GO:0036010 // GO:0007165","autophagy (GO:0006914);epithelial cell differentiation (GO:0030855);inflammatory response (GO:0006954);innate immune response (GO:0045087);phosphorylation (GO:0016310);positive regulation of protein sumoylation (GO:0033235);protein localization to endosome (GO:0036010);signal transduction (GO:0007165);","interleukin-1, Type I receptor binding (GO:0005150);SUMO binding (GO:0032183);ubiquitin conjugating enzyme binding (GO:0031624);ubiquitin protein ligase binding (GO:0031625);","extracellular exosome (GO:0070062);nuclear body (GO:0016604);perinuclear region of cytoplasm (GO:0048471);","Acetylation;Autophagy;Complete proteome;Cytoplasm;Immunity;Inflammatory response;Innate immunity;Phosphoprotein;Reference proteome;Repeat.;"
"AgU002977_v1.1",897,"GO:0005576 // GO:0006957","complement activation, alternative pathway (GO:0006957);","No_GOMF","extracellular region (GO:0005576);","Complement alternate pathway;Complete proteome;Direct protein sequencing;Disulfide bond;Glycoprotein;Immunity;Innate immunity;Reference proteome;Repeat;Secreted;Signal;Sushi.;"
"AgU005564_v1.1",1103,"GO:0000932 // GO:0005634 // GO:0016874 // GO:0008329 // GO:0004842 // GO:0008270 // GO:0002218 // GO:0006914 // GO:0051607 // GO:0045087 // GO:0002221 // GO:0043123 // GO:0043410 // GO:0051092 // GO:0070534 // GO:0031664","activation of innate immune response (GO:0002218);autophagy (GO:0006914);defense response to virus (GO:0051607);innate immune response (GO:0045087);pattern recognition receptor signaling pathway (GO:0002221);positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123);positive regulation of MAPK cascade (GO:0043410);positive regulation of NF-kappaB transcription factor activity (GO:0051092);protein K63-linked ubiquitination (GO:0070534);regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664);","ligase activity (GO:0016874);signaling pattern recognition receptor activity (GO:0008329);ubiquitin-protein transferase activity (GO:0004842);zinc ion binding (GO:0008270);","cytoplasmic mRNA processing body (GO:0000932);nucleus (GO:0005634);","Acetylation;Antiviral defense;Autophagy;Coiled coil;Cytoplasm;Immunity;Innate immunity;Ligase;Metal-binding;Nucleus;Ubl conjugation;Ubl conjugation pathway;Zinc;Zinc-finger.;"
"AgU006427_v1.1",1010,"GO:0016021 // GO:0005886 // GO:0030246 // GO:0046872 // GO:0006954 // GO:0045087","inflammatory response (GO:0006954);innate immune response (GO:0045087);","carbohydrate binding (GO:0030246);metal ion binding (GO:0046872);","integral component of membrane (GO:0016021);plasma membrane (GO:0005886);","Alternative splicing;Cell membrane;Complete proteome;Disulfide bond;Glycoprotein;Immunity;Inflammatory response;Innate immunity;Lectin;Membrane;Metal-binding;Phosphoprotein;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix.;"
"AgU008000_v1.1",127,"GO:0005576 // GO:0006957","complement activation, alternative pathway (GO:0006957);","No_GOMF","extracellular region (GO:0005576);","Complement alternate pathway;Complete proteome;Direct protein sequencing;Disulfide bond;Glycoprotein;Immunity;Innate immunity;Reference proteome;Repeat;Secreted;Signal;Sushi.;"
"AgU008000_v1.1",634,"GO:0005576 // GO:0006957","complement activation, alternative pathway (GO:0006957);","No_GOMF","extracellular region (GO:0005576);","Complement alternate pathway;Complete proteome;Direct protein sequencing;Disulfide bond;Glycoprotein;Immunity;Innate immunity;Reference proteome;Repeat;Secreted;Signal;Sushi.;"
"AgU010285_v1.1",434,"GO:1990682 // GO:0070062 // GO:0005615 // GO:0016021 // GO:0016020 // GO:0048471 // GO:0005886 // GO:0005125 // GO:0008083 // GO:0005157 // GO:0042803 // GO:0060444 // GO:0030154 // GO:0008283 // GO:0003006 // GO:0030097 // GO:0048873 // GO:0006954 // GO:0045087 // GO:0038145 // GO:0030225 // GO:0060763 // GO:0060611 // GO:0042117 // GO:0030316 // GO:0002158 // GO:0030335 // GO:0008284 // GO:0001954 // GO:0032270 // GO:0010628 // GO:0010759 // GO:1902228 // GO:0010744 // GO:0045651 // GO:1904141 // GO:0045657 // GO:0032946 // GO:0040018 // GO:0042488 // GO:0045672 // GO:0045860 // GO:0046579 // GO:0010743 // GO:0030278 // GO:0007169","branching involved in mammary gland duct morphogenesis (GO:0060444);cell differentiation (GO:0030154);cell proliferation (GO:0008283);developmental process involved in reproduction (GO:0003006);hemopoiesis (GO:0030097);homeostasis of number of cells within a tissue (GO:0048873);inflammatory response (GO:0006954);innate immune response (GO:0045087);macrophage colony-stimulating factor signaling pathway (GO:0038145);macrophage differentiation (GO:0030225);mammary duct terminal end bud growth (GO:0060763);mammary gland fat development (GO:0060611);monocyte activation (GO:0042117);osteoclast differentiation (GO:0030316);osteoclast proliferation (GO:0002158);positive regulation of cell migration (GO:0030335);positive regulation of cell proliferation (GO:0008284);positive regulation of cell-matrix adhesion (GO:0001954);positive regulation of cellular protein metabolic process (GO:0032270);positive regulation of gene expression (GO:0010628);positive regulation of macrophage chemotaxis (GO:0010759);positive regulation of macrophage colony-stimulating factor signaling pathway (GO:1902228);positive regulation of macrophage derived foam cell differentiation (GO:0010744);positive regulation of macrophage differentiation (GO:0045651);positive regulation of microglial cell migration (GO:1904141);positive regulation of monocyte differentiation (GO:0045657);positive regulation of mononuclear cell proliferation (GO:0032946);positive regulation of multicellular organism growth (GO:0040018);positive regulation of odontogenesis of dentin-containing tooth (GO:0042488);positive regulation of osteoclast differentiation (GO:0045672);positive regulation of protein kinase activity (GO:0045860);positive regulation of Ras protein signal transduction (GO:0046579);regulation of macrophage derived foam cell differentiation (GO:0010743);regulation of ossification (GO:0030278);transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169);","cytokine activity (GO:0005125);growth factor activity (GO:0008083);macrophage colony-stimulating factor receptor binding (GO:0005157);protein homodimerization activity (GO:0042803);","CSF1-CSF1R complex (GO:1990682);extracellular exosome (GO:0070062);extracellular space (GO:0005615);integral component of membrane (GO:0016021);membrane (GO:0016020);perinuclear region of cytoplasm (GO:0048471);plasma membrane (GO:0005886);","3D-structure;Alternative splicing;Cell membrane;Complete proteome;Cytokine;Direct protein sequencing;Disulfide bond;Glycoprotein;Growth factor;Immunity;Inflammatory response;Innate immunity;Membrane;Phosphoprotein;Polymorphism;Proteoglycan;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane helix.;"
"AgU010285_v1.1",467,"GO:1990682 // GO:0070062 // GO:0005615 // GO:0016021 // GO:0016020 // GO:0048471 // GO:0005886 // GO:0005125 // GO:0008083 // GO:0005157 // GO:0042803 // GO:0060444 // GO:0030154 // GO:0008283 // GO:0003006 // GO:0030097 // GO:0048873 // GO:0006954 // GO:0045087 // GO:0038145 // GO:0030225 // GO:0060763 // GO:0060611 // GO:0042117 // GO:0030316 // GO:0002158 // GO:0030335 // GO:0008284 // GO:0001954 // GO:0032270 // GO:0010628 // GO:0010759 // GO:1902228 // GO:0010744 // GO:0045651 // GO:1904141 // GO:0045657 // GO:0032946 // GO:0040018 // GO:0042488 // GO:0045672 // GO:0045860 // GO:0046579 // GO:0010743 // GO:0030278 // GO:0007169","branching involved in mammary gland duct morphogenesis (GO:0060444);cell differentiation (GO:0030154);cell proliferation (GO:0008283);developmental process involved in reproduction (GO:0003006);hemopoiesis (GO:0030097);homeostasis of number of cells within a tissue (GO:0048873);inflammatory response (GO:0006954);innate immune response (GO:0045087);macrophage colony-stimulating factor signaling pathway (GO:0038145);macrophage differentiation (GO:0030225);mammary duct terminal end bud growth (GO:0060763);mammary gland fat development (GO:0060611);monocyte activation (GO:0042117);osteoclast differentiation (GO:0030316);osteoclast proliferation (GO:0002158);positive regulation of cell migration (GO:0030335);positive regulation of cell proliferation (GO:0008284);positive regulation of cell-matrix adhesion (GO:0001954);positive regulation of cellular protein metabolic process (GO:0032270);positive regulation of gene expression (GO:0010628);positive regulation of macrophage chemotaxis (GO:0010759);positive regulation of macrophage colony-stimulating factor signaling pathway (GO:1902228);positive regulation of macrophage derived foam cell differentiation (GO:0010744);positive regulation of macrophage differentiation (GO:0045651);positive regulation of microglial cell migration (GO:1904141);positive regulation of monocyte differentiation (GO:0045657);positive regulation of mononuclear cell proliferation (GO:0032946);positive regulation of multicellular organism growth (GO:0040018);positive regulation of odontogenesis of dentin-containing tooth (GO:0042488);positive regulation of osteoclast differentiation (GO:0045672);positive regulation of protein kinase activity (GO:0045860);positive regulation of Ras protein signal transduction (GO:0046579);regulation of macrophage derived foam cell differentiation (GO:0010743);regulation of ossification (GO:0030278);transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169);","cytokine activity (GO:0005125);growth factor activity (GO:0008083);macrophage colony-stimulating factor receptor binding (GO:0005157);protein homodimerization activity (GO:0042803);","CSF1-CSF1R complex (GO:1990682);extracellular exosome (GO:0070062);extracellular space (GO:0005615);integral component of membrane (GO:0016021);membrane (GO:0016020);perinuclear region of cytoplasm (GO:0048471);plasma membrane (GO:0005886);","3D-structure;Alternative splicing;Cell membrane;Complete proteome;Cytokine;Direct protein sequencing;Disulfide bond;Glycoprotein;Growth factor;Immunity;Inflammatory response;Innate immunity;Membrane;Phosphoprotein;Polymorphism;Proteoglycan;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane helix.;"
"AgU010285_v1.1",573,"GO:1990682 // GO:0070062 // GO:0005615 // GO:0016021 // GO:0016020 // GO:0048471 // GO:0005886 // GO:0005125 // GO:0008083 // GO:0005157 // GO:0042803 // GO:0060444 // GO:0030154 // GO:0008283 // GO:0003006 // GO:0030097 // GO:0048873 // GO:0006954 // GO:0045087 // GO:0038145 // GO:0030225 // GO:0060763 // GO:0060611 // GO:0042117 // GO:0030316 // GO:0002158 // GO:0030335 // GO:0008284 // GO:0001954 // GO:0032270 // GO:0010628 // GO:0010759 // GO:1902228 // GO:0010744 // GO:0045651 // GO:1904141 // GO:0045657 // GO:0032946 // GO:0040018 // GO:0042488 // GO:0045672 // GO:0045860 // GO:0046579 // GO:0010743 // GO:0030278 // GO:0007169","branching involved in mammary gland duct morphogenesis (GO:0060444);cell differentiation (GO:0030154);cell proliferation (GO:0008283);developmental process involved in reproduction (GO:0003006);hemopoiesis (GO:0030097);homeostasis of number of cells within a tissue (GO:0048873);inflammatory response (GO:0006954);innate immune response (GO:0045087);macrophage colony-stimulating factor signaling pathway (GO:0038145);macrophage differentiation (GO:0030225);mammary duct terminal end bud growth (GO:0060763);mammary gland fat development (GO:0060611);monocyte activation (GO:0042117);osteoclast differentiation (GO:0030316);osteoclast proliferation (GO:0002158);positive regulation of cell migration (GO:0030335);positive regulation of cell proliferation (GO:0008284);positive regulation of cell-matrix adhesion (GO:0001954);positive regulation of cellular protein metabolic process (GO:0032270);positive regulation of gene expression (GO:0010628);positive regulation of macrophage chemotaxis (GO:0010759);positive regulation of macrophage colony-stimulating factor signaling pathway (GO:1902228);positive regulation of macrophage derived foam cell differentiation (GO:0010744);positive regulation of macrophage differentiation (GO:0045651);positive regulation of microglial cell migration (GO:1904141);positive regulation of monocyte differentiation (GO:0045657);positive regulation of mononuclear cell proliferation (GO:0032946);positive regulation of multicellular organism growth (GO:0040018);positive regulation of odontogenesis of dentin-containing tooth (GO:0042488);positive regulation of osteoclast differentiation (GO:0045672);positive regulation of protein kinase activity (GO:0045860);positive regulation of Ras protein signal transduction (GO:0046579);regulation of macrophage derived foam cell differentiation (GO:0010743);regulation of ossification (GO:0030278);transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169);","cytokine activity (GO:0005125);growth factor activity (GO:0008083);macrophage colony-stimulating factor receptor binding (GO:0005157);protein homodimerization activity (GO:0042803);","CSF1-CSF1R complex (GO:1990682);extracellular exosome (GO:0070062);extracellular space (GO:0005615);integral component of membrane (GO:0016021);membrane (GO:0016020);perinuclear region of cytoplasm (GO:0048471);plasma membrane (GO:0005886);","3D-structure;Alternative splicing;Cell membrane;Complete proteome;Cytokine;Direct protein sequencing;Disulfide bond;Glycoprotein;Growth factor;Immunity;Inflammatory response;Innate immunity;Membrane;Phosphoprotein;Polymorphism;Proteoglycan;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane helix.;"
"AgU010285_v1.1",706,"GO:1990682 // GO:0070062 // GO:0005615 // GO:0016021 // GO:0016020 // GO:0048471 // GO:0005886 // GO:0005125 // GO:0008083 // GO:0005157 // GO:0042803 // GO:0060444 // GO:0030154 // GO:0008283 // GO:0003006 // GO:0030097 // GO:0048873 // GO:0006954 // GO:0045087 // GO:0038145 // GO:0030225 // GO:0060763 // GO:0060611 // GO:0042117 // GO:0030316 // GO:0002158 // GO:0030335 // GO:0008284 // GO:0001954 // GO:0032270 // GO:0010628 // GO:0010759 // GO:1902228 // GO:0010744 // GO:0045651 // GO:1904141 // GO:0045657 // GO:0032946 // GO:0040018 // GO:0042488 // GO:0045672 // GO:0045860 // GO:0046579 // GO:0010743 // GO:0030278 // GO:0007169","branching involved in mammary gland duct morphogenesis (GO:0060444);cell differentiation (GO:0030154);cell proliferation (GO:0008283);developmental process involved in reproduction (GO:0003006);hemopoiesis (GO:0030097);homeostasis of number of cells within a tissue (GO:0048873);inflammatory response (GO:0006954);innate immune response (GO:0045087);macrophage colony-stimulating factor signaling pathway (GO:0038145);macrophage differentiation (GO:0030225);mammary duct terminal end bud growth (GO:0060763);mammary gland fat development (GO:0060611);monocyte activation (GO:0042117);osteoclast differentiation (GO:0030316);osteoclast proliferation (GO:0002158);positive regulation of cell migration (GO:0030335);positive regulation of cell proliferation (GO:0008284);positive regulation of cell-matrix adhesion (GO:0001954);positive regulation of cellular protein metabolic process (GO:0032270);positive regulation of gene expression (GO:0010628);positive regulation of macrophage chemotaxis (GO:0010759);positive regulation of macrophage colony-stimulating factor signaling pathway (GO:1902228);positive regulation of macrophage derived foam cell differentiation (GO:0010744);positive regulation of macrophage differentiation (GO:0045651);positive regulation of microglial cell migration (GO:1904141);positive regulation of monocyte differentiation (GO:0045657);positive regulation of mononuclear cell proliferation (GO:0032946);positive regulation of multicellular organism growth (GO:0040018);positive regulation of odontogenesis of dentin-containing tooth (GO:0042488);positive regulation of osteoclast differentiation (GO:0045672);positive regulation of protein kinase activity (GO:0045860);positive regulation of Ras protein signal transduction (GO:0046579);regulation of macrophage derived foam cell differentiation (GO:0010743);regulation of ossification (GO:0030278);transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169);","cytokine activity (GO:0005125);growth factor activity (GO:0008083);macrophage colony-stimulating factor receptor binding (GO:0005157);protein homodimerization activity (GO:0042803);","CSF1-CSF1R complex (GO:1990682);extracellular exosome (GO:0070062);extracellular space (GO:0005615);integral component of membrane (GO:0016021);membrane (GO:0016020);perinuclear region of cytoplasm (GO:0048471);plasma membrane (GO:0005886);","3D-structure;Alternative splicing;Cell membrane;Complete proteome;Cytokine;Direct protein sequencing;Disulfide bond;Glycoprotein;Growth factor;Immunity;Inflammatory response;Innate immunity;Membrane;Phosphoprotein;Polymorphism;Proteoglycan;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane helix.;"
"AgU010285_v1.1",748,"GO:1990682 // GO:0070062 // GO:0005615 // GO:0016021 // GO:0016020 // GO:0048471 // GO:0005886 // GO:0005125 // GO:0008083 // GO:0005157 // GO:0042803 // GO:0060444 // GO:0030154 // GO:0008283 // GO:0003006 // GO:0030097 // GO:0048873 // GO:0006954 // GO:0045087 // GO:0038145 // GO:0030225 // GO:0060763 // GO:0060611 // GO:0042117 // GO:0030316 // GO:0002158 // GO:0030335 // GO:0008284 // GO:0001954 // GO:0032270 // GO:0010628 // GO:0010759 // GO:1902228 // GO:0010744 // GO:0045651 // GO:1904141 // GO:0045657 // GO:0032946 // GO:0040018 // GO:0042488 // GO:0045672 // GO:0045860 // GO:0046579 // GO:0010743 // GO:0030278 // GO:0007169","branching involved in mammary gland duct morphogenesis (GO:0060444);cell differentiation (GO:0030154);cell proliferation (GO:0008283);developmental process involved in reproduction (GO:0003006);hemopoiesis (GO:0030097);homeostasis of number of cells within a tissue (GO:0048873);inflammatory response (GO:0006954);innate immune response (GO:0045087);macrophage colony-stimulating factor signaling pathway (GO:0038145);macrophage differentiation (GO:0030225);mammary duct terminal end bud growth (GO:0060763);mammary gland fat development (GO:0060611);monocyte activation (GO:0042117);osteoclast differentiation (GO:0030316);osteoclast proliferation (GO:0002158);positive regulation of cell migration (GO:0030335);positive regulation of cell proliferation (GO:0008284);positive regulation of cell-matrix adhesion (GO:0001954);positive regulation of cellular protein metabolic process (GO:0032270);positive regulation of gene expression (GO:0010628);positive regulation of macrophage chemotaxis (GO:0010759);positive regulation of macrophage colony-stimulating factor signaling pathway (GO:1902228);positive regulation of macrophage derived foam cell differentiation (GO:0010744);positive regulation of macrophage differentiation (GO:0045651);positive regulation of microglial cell migration (GO:1904141);positive regulation of monocyte differentiation (GO:0045657);positive regulation of mononuclear cell proliferation (GO:0032946);positive regulation of multicellular organism growth (GO:0040018);positive regulation of odontogenesis of dentin-containing tooth (GO:0042488);positive regulation of osteoclast differentiation (GO:0045672);positive regulation of protein kinase activity (GO:0045860);positive regulation of Ras protein signal transduction (GO:0046579);regulation of macrophage derived foam cell differentiation (GO:0010743);regulation of ossification (GO:0030278);transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169);","cytokine activity (GO:0005125);growth factor activity (GO:0008083);macrophage colony-stimulating factor receptor binding (GO:0005157);protein homodimerization activity (GO:0042803);","CSF1-CSF1R complex (GO:1990682);extracellular exosome (GO:0070062);extracellular space (GO:0005615);integral component of membrane (GO:0016021);membrane (GO:0016020);perinuclear region of cytoplasm (GO:0048471);plasma membrane (GO:0005886);","3D-structure;Alternative splicing;Cell membrane;Complete proteome;Cytokine;Direct protein sequencing;Disulfide bond;Glycoprotein;Growth factor;Immunity;Inflammatory response;Innate immunity;Membrane;Phosphoprotein;Polymorphism;Proteoglycan;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane helix.;"
"AgU010285_v1.1",753,"GO:1990682 // GO:0070062 // GO:0005615 // GO:0016021 // GO:0016020 // GO:0048471 // GO:0005886 // GO:0005125 // GO:0008083 // GO:0005157 // GO:0042803 // GO:0060444 // GO:0030154 // GO:0008283 // GO:0003006 // GO:0030097 // GO:0048873 // GO:0006954 // GO:0045087 // GO:0038145 // GO:0030225 // GO:0060763 // GO:0060611 // GO:0042117 // GO:0030316 // GO:0002158 // GO:0030335 // GO:0008284 // GO:0001954 // GO:0032270 // GO:0010628 // GO:0010759 // GO:1902228 // GO:0010744 // GO:0045651 // GO:1904141 // GO:0045657 // GO:0032946 // GO:0040018 // GO:0042488 // GO:0045672 // GO:0045860 // GO:0046579 // GO:0010743 // GO:0030278 // GO:0007169","branching involved in mammary gland duct morphogenesis (GO:0060444);cell differentiation (GO:0030154);cell proliferation (GO:0008283);developmental process involved in reproduction (GO:0003006);hemopoiesis (GO:0030097);homeostasis of number of cells within a tissue (GO:0048873);inflammatory response (GO:0006954);innate immune response (GO:0045087);macrophage colony-stimulating factor signaling pathway (GO:0038145);macrophage differentiation (GO:0030225);mammary duct terminal end bud growth (GO:0060763);mammary gland fat development (GO:0060611);monocyte activation (GO:0042117);osteoclast differentiation (GO:0030316);osteoclast proliferation (GO:0002158);positive regulation of cell migration (GO:0030335);positive regulation of cell proliferation (GO:0008284);positive regulation of cell-matrix adhesion (GO:0001954);positive regulation of cellular protein metabolic process (GO:0032270);positive regulation of gene expression (GO:0010628);positive regulation of macrophage chemotaxis (GO:0010759);positive regulation of macrophage colony-stimulating factor signaling pathway (GO:1902228);positive regulation of macrophage derived foam cell differentiation (GO:0010744);positive regulation of macrophage differentiation (GO:0045651);positive regulation of microglial cell migration (GO:1904141);positive regulation of monocyte differentiation (GO:0045657);positive regulation of mononuclear cell proliferation (GO:0032946);positive regulation of multicellular organism growth (GO:0040018);positive regulation of odontogenesis of dentin-containing tooth (GO:0042488);positive regulation of osteoclast differentiation (GO:0045672);positive regulation of protein kinase activity (GO:0045860);positive regulation of Ras protein signal transduction (GO:0046579);regulation of macrophage derived foam cell differentiation (GO:0010743);regulation of ossification (GO:0030278);transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169);","cytokine activity (GO:0005125);growth factor activity (GO:0008083);macrophage colony-stimulating factor receptor binding (GO:0005157);protein homodimerization activity (GO:0042803);","CSF1-CSF1R complex (GO:1990682);extracellular exosome (GO:0070062);extracellular space (GO:0005615);integral component of membrane (GO:0016021);membrane (GO:0016020);perinuclear region of cytoplasm (GO:0048471);plasma membrane (GO:0005886);","3D-structure;Alternative splicing;Cell membrane;Complete proteome;Cytokine;Direct protein sequencing;Disulfide bond;Glycoprotein;Growth factor;Immunity;Inflammatory response;Innate immunity;Membrane;Phosphoprotein;Polymorphism;Proteoglycan;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane helix.;"
